Company,Ticker,Name,Title,Equity,Cash,Other,Total,F_Salary,M_Salary,F_Number,M_Number,F_Hourly,M_Hourly,H_Number,S_Number,S_Median,H_Median,Median,CEO_Ratio,S_Gender_Ratio,H_Gender_Ratio
NETFLIX INC,NFLX,Reed Hastings,"Chief Executive Officer, President, Chairman of the Board",8102387.0,2961539.0,0.0,11063926.0,109046.0,110959.0,15.0,29.0,26.88,17.22,13.0,44.0,110306.840909,44100.0,95207.0350877,116.209122465,0.982759397615,1.56097560976
NETSUITE INC,N,Zachary Nelson,"President, Chief Executive Officer and Director",30601301.0,1030782.0,8908.0,31640991.0,92322.0,94082.0,12.0,36.0,,,,48.0,93642.0,,93642.0,337.893156917,0.981292914691,
NEUSTAR INC,NSR,Lisa Hook,President and Chief Executive Officer,2483150.0,1727796.0,15600.0,4226546.0,81500.0,82270.0,4.0,17.0,,,,21.0,82123.3333333,,82123.3333333,51.4658359378,0.990640573721,
NEW YORK & CO INC,NWY,Gregory J. Scott,Chief Executive Officer,1642100.0,867308.0,32744.0,2542152.0,51455.0,,14.0,,,,,14.0,51455.0,,51455.0,49.4053444758,,
NEWELL BRANDS INC,NWL,Michael B. Polk,President and Chief Executive Officer,8559614.0,3039240.0,752705.0,12351559.0,66040.0,71541.0,27.0,48.0,17.37,15.28,24.0,75.0,69560.64,32650.0,60612.6060606,203.778715399,0.923107029536,1.13678010471
NEWS CORP,NWS,Robert J. Thomson,Chief Executive Officer,0.0,1992308.0,52679.0,2044987.0,69881.0,99002.0,10.0,9.0,19.49,21.0,7.0,19.0,83675.1578947,40490.0,72048.3846154,28.383523252,0.705854427183,0.928095238095
NEXSTAR BROADCASTING GROUP,NXST,Thomas E. Carter,Chief Financial Officer and Executive Vice President,2954358.0,973846.0,12909.0,3941113.0,34684.0,44897.0,19.0,22.0,12.39,11.68,39.0,41.0,40164.1463415,24070.0,32318.25,121.946980421,0.772523776644,1.06078767123
NEXTERA ENERGY INC,NEE,James L. Robo,"Chairman, President and CEO of NextEra Energy and Chairman of FPL",9895311.0,4525000.0,263297.0,14683608.0,80127.0,84234.0,16.0,57.0,18.5,29.33,15.0,73.0,83333.8356164,47830.0,77282.0454545,190.000250558,0.951242966023,0.630753494715
NIELSEN HOLDINGS NV,NLSN,David Calhoun,Chief Executive Officer,14836372.0,4625000.0,33505.0,19494877.0,68169.0,71872.0,67.0,63.0,15.15,17.0,8.0,130.0,69963.5307692,32150.0,67771.442029,287.65622239,0.94847784951,0.891176470588
NIKE INC,NKE,Mark G. Parker,President and Chief Executive Officer,6291828.0,9801937.0,725965.0,16819730.0,78189.0,86694.0,94.0,161.0,17.5,15.54,109.0,255.0,83558.8235294,33040.0,68430.9340659,245.791325657,0.901896325005,1.12612612613
NISOURCE INC,NI,Robert C. Skaggs Jr.,President and Chief Executive Officer,3395356.0,4446667.0,82471.0,7924494.0,64340.0,78485.0,23.0,34.0,25.19,25.71,11.0,57.0,72777.3684211,50900.0,69238.3823529,114.452327318,0.8197744792,0.979774406846
NOBLE ENERGY INC,NBL,David L. Stover,"Chairman, President and Chief Executive Officer",4661406.0,2256300.0,296178.0,7213884.0,64721.0,106877.0,5.0,38.0,,,,43.0,101975.139535,,101975.139535,70.7415947936,0.605565275971,
NORDSON CORP,NDSN,Michael F. Hilton,President and Chief Executive Officer,3177887.0,1625000.0,75158.0,4878045.0,77649.0,75971.0,5.0,31.0,,,,36.0,76204.0555556,,76204.0555556,64.0129316535,1.02208737545,
NORDSTROM INC,JWN,Christine F. Deputy,Executive Vice President - Human Resources,2687359.0,519206.0,306537.0,3513102.0,66700.0,80426.0,149.0,129.0,14.76,14.91,206.0,278.0,73069.2589928,29670.0,54597.6735537,64.3452691541,0.829333797528,0.989939637827
NORFOLK SOUTHERN CORP,NSC,Charles W. Moorman IV,Former Executive Chairman and Former Chief Executive Officer,7499734.0,1000000.0,103551.0,8603285.0,72674.0,69999.0,21.0,53.0,30.79,23.78,23.0,74.0,70758.1216216,54570.0,66919.7010309,128.561318527,1.03821483164,1.29478553406
NORTHERN TRUST CORP,NTRS,Frederick H. Waddell,Chairman and Chief Executive Officer,6465120.0,6207439.0,87991.0,12760550.0,72547.0,81578.0,57.0,97.0,21.0,46.01,6.0,154.0,78235.3571429,67010.0,77814.40625,163.986986664,0.889296133762,0.456422516844
NORTHROP GRUMMAN CORP /DE/,NOC,Wesley G. Bush,"Chairman, Chief Executive Officer and President",10000018.0,4893646.0,901958.0,15795622.0,75209.0,83558.0,326.0,962.0,20.7,25.81,116.0,1288.0,81444.8214286,46510.0,78558.468661,201.068354173,0.900081380598,0.802014722976
NRG ENERGY INC,NRG,David Crane,Former President and Chief Executive Officer,5525010.0,2849375.0,44234.0,8418619.0,70347.0,85869.0,48.0,73.0,23.08,25.06,40.0,121.0,79711.5123967,48140.0,71867.6583851,117.140577405,0.819236278517,0.9209896249
NUANCE COMMUNICATIONS INC,NUAN,Paul A. Ricci,Chief Executive Officer,6361500.0,2000000.0,199943.0,8561443.0,82759.0,87007.0,25.0,56.0,12.02,23.0,12.0,81.0,85695.8888889,35020.0,79157.0645161,108.157661636,0.951176342133,0.522608695652
NUCOR CORP,NUE,John J. Ferriola,"Chairman, Chief Executive Officer and President",7070939.0,1859640.0,900.0,8931479.0,55982.0,73876.0,10.0,32.0,14.58,18.83,14.0,42.0,69615.5238095,33410.0,60564.1428571,147.471401041,0.757783312578,0.774296335635
NUVASIVE INC,NUVA,Gregory T. Lucier,Chairman and CEO,19492882.0,1643088.0,33095.0,21169065.0,69715.0,80360.0,16.0,22.0,18.25,19.07,4.0,38.0,75877.8947368,37320.0,72205.7142857,293.177142688,0.867533598805,0.957000524384
NVIDIA CORP,NVDA,Jen-Hsun Huang,President and Chief Executive Officer,7456900.0,2509507.0,4694.0,9971101.0,127697.0,131325.0,14.0,66.0,42.5,24.92,8.0,80.0,130690.1,67420.0,124938.272727,79.8082187495,0.972373881591,1.70545746388
O REILLY AUTOMOTIVE INC,ORLY,Greg Henslee,Chief Executive Officer and President,1175023.0,4087240.0,53635.0,5315898.0,42126.0,50703.0,16.0,49.0,10.29,10.35,91.0,65.0,48591.7384615,20640.0,32286.5576923,164.647406845,0.830838411928,0.994202898551
OCCIDENTAL PETROLEUM CORP,OXY,Stephen I. Chazen,Chief Executive Officer,5000000.0,1500000.0,294616.0,6794616.0,71836.0,89209.0,13.0,25.0,12.99,27.5,4.0,38.0,83265.6052632,40490.0,79191.7380952,85.7995564112,0.805255075161,0.472363636364
OCEANEERING INTERNATIONAL,OII,M. Kevin McEvoy,Chief Executive Officer,2001680.0,4629100.0,412085.0,7042865.0,61945.0,81373.0,18.0,59.0,19.27,25.5,22.0,77.0,76831.3896104,44770.0,69706.6363636,101.035788949,0.761247588266,0.75568627451
ODYSSEY MARINE EXPLORATION,OMEX,Mark D. Gordon,President and Chief Executive Officer,1114322.0,308750.0,737.0,1423809.0,53954.0,76259.0,12.0,8.0,15.0,17.0,6.0,20.0,62876.0,32000.0,55750.7692308,25.5388225068,0.707509933254,0.882352941176
OFFICE DEPOT INC,ODP,Roland Smith,Chief Executive Officer,16973000.0,2527692.0,148581.0,19649273.0,62662.0,62907.0,36.0,62.0,10.32,11.63,191.0,98.0,62817.0,21950.0,35808.0138408,548.73953879,0.996105361883,0.88736027515
OLD DOMINION FREIGHT LINE INC/VA,ODFL,David S. Congdon,"President, Chief Executive Officer and Director",280847.0,5065533.0,95836.0,5442216.0,44800.0,62927.0,4.0,26.0,15.75,20.18,31.0,30.0,60510.0666667,35930.0,48018.557377,113.335683062,0.711936052887,0.780475718533
OLD NATIONAL BANCORP /IN/,ONB,Robert G. Jones,President and Chief Executive Officer,907758.0,1302568.0,38011.0,2248337.0,49244.0,55672.0,15.0,7.0,11.78,19.79,7.0,22.0,51289.2727273,31570.0,46529.4482759,48.3207319947,0.884538008335,0.595250126326
OLD REPUBLIC INTERNATIONAL CORP,ORI,Aldo C. Zucaro,ORI Chairman and Chief Executive Officer,268000.0,1452978.0,18526.0,1739504.0,54768.0,60000.0,12.0,5.0,16.4,18.99,6.0,17.0,56306.8235294,35390.0,50850.2608696,34.2083594116,0.9128,0.863612427593
OLIN CORP,OLN,Joseph D. Rupp,Chairman and CEO,3346620.0,1800000.0,13534186.0,18680806.0,67591.0,73502.0,8.0,24.0,,,,32.0,72024.25,,72024.25,259.368282211,0.91958041958,
"OMNICELL, INC",OMCL,Randall A. Lipps,"Chairman, President and Chief Executive Officer",1786671.0,1657154.0,40000.0,3483825.0,83589.0,90727.0,5.0,16.0,29.64,19.7,10.0,21.0,89027.4761905,49340.0,76225.0645161,45.7044545927,0.921324412799,1.50456852792
OMNICOM GROUP,OMC,John D. Wren,President and Chief Executive Officer,10080000.0,13320000.0,176047.0,23576047.0,78004.0,94008.0,26.0,37.0,,,,63.0,87403.1746032,,87403.1746032,269.739023863,0.829759169432,
ON SEMICONDUCTOR CORP,ON,Keith D. Jackson,"President and Chief Executive Officer, Director",6300021.0,1591320.0,34284.0,7925625.0,77944.0,85032.0,10.0,42.0,,,,52.0,83668.9230769,,83668.9230769,94.7260309866,0.91664314611,
ONEOK INC,OKE,Terry K. Spencer,President and Chief Executive Officer,2275277.0,955000.0,77712.0,3307989.0,64353.0,86286.0,7.0,28.0,,,,35.0,81899.4,,81899.4,40.3908819845,0.745810444336,
ORACLE CORP,ORCL,Lawrence J. Ellison,Chairman and Chief Technology Officer,62091900.0,1.0,1547635.0,63639536.0,82019.8478261,104450.297209,230.0,609.0,28.0792,29.062,125.0,839.0,98301.306317,57141.2,92964.1556017,684.559931601,0.785252412086,0.966182644002
ORBITAL ATK INC,OA,David w. Thompson,President & Chief Executive Officer,2552308.0,111539.0,14187.0,2678034.0,,84582.0,,24.0,,,,24.0,84582.0,,84582.0,31.6619848195,,
ORION MARINE GROUP INC,ORN,Mark R. Stauffer,President and CEO; former CFO,820000.0,570966.0,21054.0,1412020.0,72000.0,75170.0,4.0,9.0,17.98,22.53,15.0,13.0,74194.6153846,40510.0,56149.2857143,25.1476039639,0.957828921112,0.79804704838
OSHKOSH CORP,OSK,Charles L. Szews,Chief Executive Officer,0.0,1504028.0,250844.0,1754872.0,68151.0,73237.0,18.0,60.0,14.5,24.05,12.0,78.0,72063.3076923,38550.0,67594.8666667,25.9616164147,0.930554228054,0.602910602911
OWENS & MINOR INC,OMI,P. Cody Phipps,President & Chief Executive Officer,7000022.0,1785242.0,18174.0,8803438.0,56412.0,55172.0,18.0,17.0,16.3,14.16,15.0,35.0,55809.7142857,30460.0,48204.8,182.625755112,1.02247516856,1.1511299435
OWENS CORNING,OC,Michael H. Thaman,"President, Chief Executive Officer and Chairman of the Board",4712180.0,3256747.0,289917.0,8258844.0,62303.0,77528.0,17.0,34.0,18.0,19.08,19.0,51.0,72453.0,37080.0,62851.7571429,131.401958759,0.80361933753,0.943396226415
OWENS-ILLINOIS INC,OI,Albert P.L. Stroucken,"Chairman, Chief Executive Officer, and President",5244987.0,2098327.0,123540.0,7466854.0,73608.0,73471.0,7.0,17.0,,,,24.0,73510.9583333,,73510.9583333,101.574706265,1.0018646813,
OXFORD INDUSTRIES INC,OXM,Thomas C. Chubb III,Chief Executive Officer and President,1067430.0,1381883.0,52232.0,2501545.0,57607.0,52500.0,7.0,2.0,18.66,17.53,18.0,9.0,56472.1111111,36190.0,42950.7037037,58.2422355,1.09727619048,1.06446092413
PACCAR INC,PCAR,R. E. Armstrong,Chief Executive Officer,1334055.0,4051316.0,13250.0,5398621.0,59636.0,80936.0,27.0,74.0,14.24,28.19,10.0,101.0,75241.9405941,42430.0,72285.9099099,74.6842781218,0.736829099535,0.505143667967
PANERA BREAD CO,PNRA,Ronald M. Shaich,Chairman and Chief Executive Officer (Principal Executive Officer),2517923.0,2384447.0,32109.0,4934479.0,40734.0,42090.0,45.0,49.0,9.4,10.03,237.0,94.0,41440.8510638,19430.0,25680.81571,192.146505614,0.967783321454,0.937188434696
PAREXEL INTERNATIONAL CORP,PRXL,Josef H. von Rickenbach,Chairman & Chief Executive Officer,3949031.0,1334035.0,73478.0,5356544.0,74510.0,89446.0,44.0,16.0,,,,60.0,78492.9333333,,78492.9333333,68.2423725618,0.833016568656,
PARKER-HANNIFIN CORP,PH,Donald E. Washkewicz,Chairman of the Board,7591987.0,3423566.0,168290.0,11183843.0,64169.0,74963.0,48.0,162.0,17.6,20.67,86.0,210.0,72495.8,38270.0,62551.8175676,178.793253896,0.856008964422,0.851475568457
PATTERSON-UTI ENERGY INC,PTEN,William Andrew Hendricks Jr.,President & Chief Executive Officer,4368786.0,1838885.0,10600.0,6218271.0,61500.0,74687.0,2.0,8.0,,,,10.0,72049.6,,72049.6,86.305420155,0.823436474889,
PAYCHEX INC,PAYX,Martin Mucci,President and CEO,3738187.0,2158811.0,11750.0,5908748.0,57159.0,65173.0,47.0,52.0,17.35,15.94,52.0,99.0,61368.3737374,33290.0,51699.0,114.291340258,0.877034968469,1.08845671267
PENSKE AUTOMOTIVE GROUP INC,PAG,Roger S. Penske,Chief Executive Officer,5000000.0,1200000.0,333691.0,6533691.0,50138.0,43934.0,6.0,17.0,15.63,18.6,42.0,23.0,45552.4347826,34230.0,38236.4,170.876206965,1.14121181773,0.840322580645
PENTAIR PLC,PNR,Randall J. Hogan,Chairman and Chief Executive Officer,6266237.0,3136147.0,101657.0,9504041.0,71359.0,75676.0,27.0,99.0,22.76,18.24,40.0,126.0,74750.9285714,41000.0,66618.1746988,142.664386152,0.942954173054,1.24780701754
PEOPLE'S UNITED FINL INC,PBCT,John P. Barnes,President and Chief Executive Officer,1825902.0,2116615.0,231087.0,4173604.0,52901.0,80173.0,18.0,23.0,16.04,17.05,21.0,41.0,68199.9268293,33090.0,56307.8548387,74.1211685644,0.659835605503,0.940762463343
PEPSICO INC,PEP,Indra K. Nooyi,Chairman of the Board and CEO,6251479.0,15567308.0,370520.0,22189307.0,74844.0,74132.0,119.0,219.0,15.45,18.08,88.0,338.0,74382.6745562,33530.0,65943.6244131,336.489041927,1.00960448929,0.85453539823
PERFICIENT INC,PRFT,Jeffrey S. Davis,President and Chief Executive Officer,1999990.0,1003333.0,16930.0,3020253.0,72997.0,85814.0,15.0,53.0,,,,68.0,82986.7205882,,82986.7205882,36.3944132096,0.850642086373,
PERKINELMER INC,PKI,Robert F. Friel,Chairman and Chief Executive Officer,3450010.0,4365480.0,113898.0,7929388.0,56000.0,83242.0,4.0,20.0,,,,24.0,78701.6666667,,78701.6666667,100.75247877,0.672737320103,
PERRIGO CO,PRGO,Joseph C. Papa,"Chairman, President, Chief Executive Officer",11803860.0,4602055.0,447712.0,16853627.0,74234.0,78736.0,14.0,23.0,19.18,19.51,34.0,37.0,77032.5405405,38690.0,58671.3239437,287.254929106,0.942821580979,0.98308559713
PFIZER INC,PFE,I. Read,Chairman and Chief Executive Officer,12809670.0,4815000.0,391828.0,18016498.0,87402.0,91525.0,97.0,123.0,20.28,27.62,39.0,220.0,89707.1318182,47900.0,83411.8494208,215.994467514,0.954952198853,0.734250543085
PG&E CORP,PCG,Anthony F. Earley Jr.,"Chairman, Chief Executive Officer, and President, PG&E Corporation",7500080.0,3526615.0,96354.0,11123049.0,90330.0,99601.0,18.0,28.0,23.1,47.91,17.0,46.0,95973.2173913,71010.0,89237.1111111,124.646000543,0.906918605235,0.482154038823
PHARMERICA CORP,PMC,Gregory Weishar,Chief Executive Officer,2515517.0,2171271.0,22280.0,4709068.0,52500.0,61763.0,3.0,13.0,,,,16.0,60026.1875,,60026.1875,78.4502264116,0.850023476839,
PIER 1 IMPORTS INC/DE,PIR,Alexander W. Smith,President and Chief Executive Officer,3409125.0,1250000.0,83919.0,4743044.0,53172.0,69464.0,22.0,6.0,10.24,13.03,79.0,28.0,56663.1428571,23270.0,32008.3925234,148.181262041,0.765461246113,0.785878741366
PILGRIM'S PRIDE CORP,PPC,William W. Lovette,Chief Executive Officer and President,0.0,5575462.0,977875.0,6553337.0,45001.0,46705.0,16.0,32.0,12.22,13.85,37.0,48.0,46137.0,26070.0,37401.9529412,175.213765182,0.963515683546,0.882310469314
PITNEY BOWES INC /DE/,PBI,Marc B. Lautenbach,President and Chief Executive Officer,4902597.0,5728692.0,166424.0,10797713.0,67388.0,77017.0,23.0,38.0,17.45,19.92,42.0,61.0,73386.3934426,37370.0,58700.0970874,183.947106321,0.874975654726,0.876004016064
PLEXUS CORP,PLXS,Dean A. Foate,"Chairman, President and Chief Executive Officer",3285542.0,2681066.0,222752.0,6189360.0,69815.0,69381.0,19.0,39.0,14.93,18.18,19.0,58.0,69523.1724138,33110.0,60538.1038961,102.239079219,1.00625531486,0.821232123212
PNC FINANCIAL SVCS GROUP INC,PNC,William S. Demchak,"Chairman, President & CEO",5999978.0,4629615.0,57685.0,10687278.0,45260.0,59703.0,308.0,365.0,11.44,13.24,157.0,673.0,53093.127786,24680.0,47718.5963855,223.964634535,0.758085858332,0.864048338369
POLARIS INDUSTRIES INC,PII,Scott W. Wine,Chairman and Chief Executive Officer (Principal Executive Officer),5994074.0,982423.0,137860.0,7114357.0,69395.0,72328.0,4.0,54.0,17.13,17.92,26.0,58.0,72125.7241379,35050.0,60649.9047619,117.302030859,0.95944862294,0.955915178571
POLYONE CORP,POL,Robert M. Patterson,President and Chief Executive Officer,1848500.0,1734237.0,142839.0,3725576.0,68845.0,83964.0,16.0,25.0,11.0,15.15,9.0,41.0,78063.902439,26150.0,68719.4,54.2143266676,0.819934733934,0.726072607261
POPEYES LOUISIANA KITCHEN,PLKI,Cheryl A. Bachelder,Chief Executive Officer,1590357.0,1596481.0,39829.0,3226667.0,38767.0,50587.0,7.0,14.0,9.65,11.44,30.0,21.0,46647.0,21090.0,31613.4705882,102.066205955,0.766343131635,0.843531468531
PPG INDUSTRIES INC,PPG,C. E. Bunch,Executive Chairman,8999905.0,4741667.0,651796.0,14393368.0,62244.0,67971.0,47.0,119.0,17.65,16.04,57.0,166.0,66349.5,33690.0,58001.5560538,248.154859615,0.915743478837,1.10037406484
PRAXAIR INC,PX,Stephen F. Angel,"Chairman, President & Chief Executive Officer",8173392.0,2002000.0,171133.0,10346525.0,80984.0,80766.0,24.0,76.0,17.62,21.64,37.0,100.0,80818.32,39260.0,69594.540146,148.668630877,1.00269915559,0.814232902033
PREMIER INC,FMN,Susan D. DeVore,President and Chief Executive Officer,4325225.0,2261960.0,276694.0,6863879.0,71930.0,87491.0,28.0,32.0,16.3,14.28,36.0,60.0,80229.2,30580.0,61610.75,111.407165146,0.822141706004,1.14145658263
PRICE (T. ROWE) GROUP,TROW,James A.C. Kennedy,Chief Executive Officer and President,1120545.0,7550000.0,77704.0,8748249.0,70276.0,66639.0,32.0,50.0,21.0,34.69,10.0,82.0,68058.3170732,55690.0,66713.9347826,131.13076044,1.05457764972,0.605361775728
PRINCIPAL FINANCIAL GRP INC,PFG,Larry D. Zimpleman,Chairman,6000025.0,2634462.0,119887.0,8754374.0,52866.0,66926.0,38.0,67.0,11.5,26.3,5.0,105.0,61837.6190476,37800.0,60745.0,144.116783274,0.789917222006,0.437262357414
PROCTER & GAMBLE CO,PG,A. G. Lafley,"Chairman of the Board, President and Chief Executive Officer",12407790.0,5290000.0,588831.0,18286621.0,79987.0,98430.0,73.0,93.0,16.07,20.56,32.0,166.0,90319.5240964,36630.0,81642.4292929,223.984283152,0.812628263741,0.781614785992
PROGRESSIVE CORP-OHIO,PGR,Glenn M. Renwick,"Chairman, President, and Chief Executive Officer",7500025.0,2550000.0,93527.0,10143552.0,49188.0,60628.0,42.0,96.0,17.96,18.57,27.0,138.0,57146.2608696,36530.0,53772.6909091,188.637611927,0.811308306393,0.967151319332
PRUDENTIAL FINANCIAL INC,PRU,John R. Strangfeld,Chairman and Chief Executive Officer,6429288.0,10153268.0,86386.0,16668942.0,66998.4,81387.4471545,110.0,123.0,,,,233.0,74594.3347639,,74594.3347639,223.461232716,0.823203114761,
PTC INC,PTC,James Heppelmann,President and Chief Executive Officer,10253701.0,750000.0,7950.0,11011651.0,66226.0,98835.0,23.0,46.0,,,,69.0,87965.3333333,,87965.3333333,125.181711735,0.67006627207,
PULTEGROUP INC/MI/,PHM,Richard J. Dugas Jr.,"Chairman, President & CEO",5100011.0,2703750.0,120008.0,7923769.0,50315.0,76626.0,18.0,33.0,18.5,24.61,9.0,51.0,67339.7647059,43110.0,63705.3,124.381629158,0.656630908569,0.751726940268
PVH CORP. /DE/,PVH,Emanuel Chirico,"Chairman and Chief Executive Officer, PVH Corp.",7920619.0,3121875.0,156995.0,11199489.0,63856.0,75655.0,30.0,20.0,14.09,14.66,17.0,50.0,68575.6,28750.0,58470.5970149,191.540527577,0.844042032913,0.961118690314
"QUAD/GRAPHICS, INC.",QUAD,J. Joel Quadracci,"Chairman, President and Chief Executive Officer",3005224.0,1585333.0,339395.0,4929952.0,51674.0,57480.0,39.0,49.0,15.93,18.16,123.0,88.0,54906.8863636,34090.0,42771.9241706,115.261403259,0.898990953375,0.877202643172
QUALCOMM INC,QCOM,Steve Mollenkopf,Chief Executive Officer,8000034.0,2166886.0,205405.0,10372325.0,90301.0,109896.0,42.0,227.0,26.44,32.46,58.0,269.0,106836.557621,58900.0,98334.0489297,105.480503578,0.821695057145,0.814540973506
QUANTA SERVICES INC,PWR,James F. O'Neil III,Former President and Chief Executive Officer,4611566.0,1477325.0,99134.0,6188025.0,61343.0,93710.0,9.0,12.0,16.51,19.02,8.0,21.0,79838.4285714,35530.0,67615.4137931,91.5179639207,0.654604631309,0.868033648791
QUEST DIAGNOSTICS INC,DGX,Stephen H. Rusckowski,President and Chief Executive Officer,7000003.0,2431986.0,282690.0,9714679.0,59538.6756757,73922.0526316,74.0,57.0,16.2523504274,17.1817094017,234.0,131.0,65797.0916031,33434.0598291,45049.2849315,215.645576057,0.80542508705,0.945909981793
QUINTILES TRANSNATIONAL HOLDINGS INC.,Q,Thomas H. Pike,Chief Executive Officer and Director,2990860.0,2265000.0,3519.0,5259379.0,79614.0,93984.0,75.0,20.0,30.73,19.13,11.0,95.0,82639.2631579,49860.0,79237.6415094,66.3747544704,0.847101634321,1.60637741767
RACKSPACE HOSTING INC,RAX,William Taylor Rhodes,Chief Executive Officer and President,5499969.0,1421069.0,14984.0,6936022.0,62176.0,84225.0,24.0,82.0,16.88,16.25,5.0,106.0,79232.7735849,33130.0,77156.0720721,89.8959966951,0.73821311962,1.03876923077
RALPH LAUREN CORP,RL,Ralph Lauren,Chairman & CEO,14417582.0,9857759.0,262595.0,24537936.0,70047.0,85440.0,94.0,53.0,13.64,11.5,52.0,147.0,75596.8571429,25140.0,62412.1507538,393.159596387,0.819838483146,1.18608695652
RAND CAPITAL CORP,RAND,Allen F. Grum,President and Chief Executive Officer,0.0,667350.0,37504.0,704854.0,85708.0,90040.0,16.0,26.0,,,,42.0,88389.7142857,,88389.7142857,7.97438939243,0.951888049756,
RAYMOND JAMES FINANCIAL INC,RJF,Paul C. Reilly,Chief Executive Officer - RJF,1745156.0,4770030.0,107119.0,6622305.0,53722.0,67298.0,64.0,52.0,,,,116.0,59807.7931034,,59807.7931034,110.726456476,0.798270379506,
RAYTHEON CO,RTN,William H. Swanson,Former Chairman and Chief Executive Officer,18861175.0,3478228.0,493844.0,22833247.0,81173.0,91458.0,132.0,502.0,26.36,27.82,53.0,634.0,89316.6435331,54180.0,86605.9563319,263.645226808,0.887544009272,0.94751976995
